ref,pred,bleu
price of goods determines the quality . , it is the problem . ,0.5330859115179258
however the future the present in human behavior . , do there are . ,0.2025894847023147
they are worried that they will lose their current jobs . , do they are not . ,0.18744309064137757
i m worried that they won t be able to do their work surely . , do she are not . ,0.1076281893274762
we assign you that to provide it . , do you do . ,0.30934850332660563
we always set a delivery charge by at a post office . , do you have any problem . ,0.23505403213046533
where and what to see determines a life . , do my best . ,0.2025894847023147
i will make a decision after considering your case . , you are too . ,0.15777684932819508
and i m worried about you sincerely . , i have to do . ,0.43645382979233377
we only fix our eyes on the brilliant output . , are the most . ,0.18762935180380186
they set way too low translation rates . , i have to be . ,0.3670124608961283
i am worried if i had miscalculated even a . , i have to do . ,0.2925637512788283
every country it except russia . , do you are . ,0.42888194248035344
they decide their first impression of me based on my clothes . , she will do not . ,0.16490932887256968
i am worried that they may make a big mistake in this opera . , do you are . ,0.05804285916064727
i agree that my english is not good enough . , i have to be not . ,0.43173061492439624
yes my mom loves you and worries about you . , my is my dream . ,0.2925637512788283
i am worried that you cannot come to korea . , i do not work . ,0.2925637512788283
finally i take a and choose a place to go . , have is going to work . ,0.3302232277439296
i worry and care about other s problem as if it is my own . , do you are too . ,0.09050415858572283
select the edit button to edit the image . , are the most of korea . ,0.4608636396914616
the order of playing is set by the paper stone and scissors . , do there is it . ,0.16056239100113953
they set punishment like getting hit . , are is . ,0.20029051217596075
we set up your profile and basic information for your account . , do you have . ,0.09569649651041094
it makes settings so the rule is applied at certain . , the is is very . ,0.2650845609581655
therefore the order is adjusted through pregnancy sequence . , do you are not . ,0.3004843884984905
for the reasons of the above the order has been made . , i have to be . ,0.16490932887256968
we judge the yardage by eye and feel . , do there is . ,0.2025894847023147
i admit that our business project ended in complete failure . , you are not . ,0.12287673380733741
everybody admits that david has artistic talent . , do many things . ,0.2601300475114445
the bracket and filter case set with nuts . , you are very important . ,0.3004843884984905
decide whether to use your shanghai partner or our partner . , you are in korea . ,0.20142070913129906
and measure the product when you get it . , do you have to do . ,0.4608636396914616
please measure them till thursday afternoon . , i do not . ,0.33401359264888447
you even worry about me when i feel bad or sad . , i have to do . ,0.1961113472255835
i decided that i will quit drinking from this year . , i have to do . ,0.23953094040783438
i thought and worried about you all days . , i have to have to work . ,0.5494128986804837
i was worried that you have dinner alone . , i do there to do . ,0.4608636396914616
i decided to name him the great . , do there s this . ,0.3670124608961283
my parents always worried about me . , my is my family . ,0.5330859115179258
i surely decided that i would go there . , i do there . ,0.20258948470231466
i ve been thinking for a really long time and decided . , i have to have time . ,0.30934850332660563
i ve revised the request part more clearly . , you are . ,0.10283257773094409
i denied the world i could not believe it . , i have to be . ,0.2925637512788283
i will prepare some food so you prepare some drinks . , you are . ,0.0627853857426504
that s a difficult question to answer at this time . , you are . ,0.052796005801316395
act your age jimmy you re forty years old for god s sake . , you are . ,0.02309745262073966
school bullying is a problem in japan . , do the best . ,0.2601300475114445
what did you enjoy the most on your trip ? , do you have to korea ? ,0.39011264866539486
i didn t imagine about english presentation i had to . , i have to be not too . ,0.45691722266180906
my grandfather was the of china . , my is is . ,0.39721134088567395
the homework was to send a mail to you . , you will do . ,0.18762935180380186
the deposit was a really important problem to me . , the is is there . ,0.2925637512788283
also there was a problem that i had to go on a trip alone . , i have to do . ,0.11911017117880102
his problem is that he has too much pride . , do there is . ,0.18762935180380186
when is your last time attending the class ? , do you have ? ,0.2025894847023147
when was the last time you heard from kenji ? , do you have ? ,0.18762935180380186
when did humans start to use tools for the first time ? , do you have a problem in korea ? ,0.36064528799877893
where is the trigger point and what exactly is the problem ? , do you ? ,0.037829991229878616
the problem is people who write article on network ? , do you have the problem ? ,0.288715663092199
